Tiempo (s), Cal1 (%), Cal2 (%), Temp1 (°C), Temp2 (°C), Set1 (°C), Set2 (°C)
1.700724482536315918e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.839699999999999847e+01,2.878800000000000026e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.800751924514770508e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.834799999999999898e+01,2.878800000000000026e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.900772643089294434e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.854299999999999926e+01,2.893499999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.000813913345336914e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.854299999999999926e+01,2.859199999999999875e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.100822877883911133e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.829899999999999949e+01,2.878800000000000026e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.200877594947814941e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.844600000000000151e+01,2.893499999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.300913023948669434e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.859199999999999875e+01,2.888599999999999923e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.400926589965820312e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.859199999999999875e+01,2.893499999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.500989222526550293e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.844600000000000151e+01,2.898300000000000054e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.601032304763793945e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.839699999999999847e+01,2.893499999999999872e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.701076912879943848e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.859199999999999875e+01,2.917899999999999849e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.801097106933593750e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.854299999999999926e+01,2.903200000000000003e+01,2.300000000000000000e+01,2.300000000000000000e+01
2.901161336898803711e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.869000000000000128e+01,2.927700000000000102e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.001217317581176758e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.854299999999999926e+01,2.908099999999999952e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.101222825050354004e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.859199999999999875e+01,2.927700000000000102e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.201283979415893555e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.844600000000000151e+01,2.927700000000000102e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.301294207572937012e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.854299999999999926e+01,2.922800000000000153e+01,2.300000000000000000e+01,2.300000000000000000e+01
3.401350307464599609e+01,0.000000000000000000e+00,3.000000000000000000e+01,2.859199999999999875e+01,2.927700000000000102e+01,2.300000000000000000e+01,2.300000000000000000e+01
