Tiempo (s), Cal1 (%), Cal2 (%), Temp1 (°C), Temp2 (°C), Set1 (°C), Set2 (°C)
1.583858988285064697e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.384199999999999875e+01,3.954099999999999682e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.594021699428558350e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.393900000000000006e+01,3.949199999999999733e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.604033923149108887e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.403699999999999903e+01,3.963799999999999812e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.614052951335906982e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.408599999999999852e+01,3.954099999999999682e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.624062511920928955e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.408599999999999852e+01,3.978499999999999659e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.634073424339294434e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.413499999999999801e+01,3.983400000000000318e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.644085173606872559e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.423299999999999699e+01,3.973599999999999710e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.654102196693420410e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.413499999999999801e+01,3.963799999999999812e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.664268767833709717e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.447699999999999676e+01,3.993200000000000216e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.674277696609497070e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.432999999999999829e+01,4.007800000000000296e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.684295363426208496e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.442799999999999727e+01,3.993200000000000216e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.694312477111816406e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.442799999999999727e+01,3.954099999999999682e+01,2.300000000000000000e+01,2.300000000000000000e+01
